threshold,median,mean,min,max,description
0.22302878598247808,0.5148995148995149,0.5138733781701957,0.49502487562189057,0.5298507462686567,"MLPRegressor, hidden layers: (100,), solver: lbfgs, random_state: 17"
0.39048811013767204,0.48903508771929827,0.4901094651194393,0.48755490483162517,0.4956772334293948,"MLPRegressor, hidden layers: (60, 60), solver: lbfgs, random_state: 17"
0.039799749687108886,0.5209829004046469,0.5216294567296003,0.49243179552252336,0.5462247819428724,"MLPRegressor, hidden layers: (5, 5, 5), solver: lbfgs, random_state: 17"
0.07133917396745933,0.4897959183673469,0.49080871486206923,0.48755490483162517,0.49604031677465804,"MLPRegressor, hidden layers: (5, 4, 3), solver: lbfgs, random_state: 17"
0.0750938673341677,0.4897959183673469,0.49060284690713085,0.48755490483162517,0.4956772334293948,"MLPRegressor, hidden layers: (10, 8, 6, 4), solver: lbfgs, random_state: 17"
0.5864831038798498,0.4897959183673469,0.5004497379721023,0.4875366568914956,0.5316363636363637,"MLPRegressor, hidden layers: (100,), solver: adam, random_state: 17"
0.5992490613266583,0.4463099484075926,0.45064118822441035,0.42296918767507,0.4756044721422469,"MLPRegressor, hidden layers: (60, 60), solver: adam, random_state: 17"
0.597747183979975,0.48491537895511405,0.48872512832879955,0.48451327433628316,0.5046468839930179,"MLPRegressor, hidden layers: (5, 5, 5), solver: adam, random_state: 17"
0.06908635794743428,0.506219838541725,0.5078499603459755,0.48867786705624544,0.5415104947526237,"MLPRegressor, hidden layers: (5, 4, 3), solver: adam, random_state: 17"
0.27634543178973714,0.5104163651834658,0.5119643841603515,0.493148367450516,0.5461592670894997,"MLPRegressor, hidden layers: (10, 8, 6, 4), solver: adam, random_state: 17"
